Name,Toy,Fish,Type,Silver Equivalent,Gold Equivalent,Food condition,Date,Theme,Toy Size
Misty / Sabatora-san,Fluffy bed (white),13,Silver,13,0.26,Frisky bitz,17/03/2016,Original,Small
Pickles / Shirosaba-san,Wing-thing teaser,14,Silver,14,0.28,Frisky bitz,17/03/2016,Original,Small
Pickles / Shirosaba-san,Kotatsu,14,Silver,14,0.28,Frisky bitz,17/03/2016,Original,Large
Lexy / Haishiro-san,Basket case,14,Silver,14,0.28,Frisky bitz,17/03/2016,Original,Small
Bolt / Kijitora-san,Cosy blanket (yellow),16,Silver,16,0.32,Frisky bitz,17/03/2016,Original,Small
Lexy / Haishiro-san,Basket case,21,Silver,21,0.42,Frisky bitz,17/03/2016,Original,Small
Bolt / Kijitora-san,Cat pancake,1,Silver,1,0.02,Frisky bitz,18/03/2016,Original,Small
Spud / Akasabi-san,Cat pancake,2,Silver,2,0.04,Frisky bitz,18/03/2016,Original,Small
Snowball / Shironeko-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,18/03/2016,Original,Large
Socks / Kutsushita-san,Rice kettle,3,Silver,3,0.06,Frisky bitz,18/03/2016,Original,Small
Pumpkin / Shirochatora-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,18/03/2016,Original,Large
Breezy / Shirokiji-san,Basket case,4,Silver,4,0.08,Frisky bitz,18/03/2016,Original,Small
Sunny / Tobimike-san,Wing-thing teaser,4,Silver,4,0.08,Frisky bitz,18/03/2016,Original,Small
Callie / Mike-san,Rice kettle,4,Silver,4,0.08,Frisky bitz,18/03/2016,Original,Small
Mack / Shirotora-san,Burger cushion,4,Silver,4,0.08,Frisky bitz,18/03/2016,Original,Small
Cocoa / Chahachi-san,Fluffy bed (white),4,Silver,4,0.08,Frisky bitz,18/03/2016,Original,Small
Spooky / Haisabi-san,Orange cube,5,Silver,5,0.1,Frisky bitz,18/03/2016,Original,Small
Lexy / Haishiro-san,Cat pancake,5,Silver,5,0.1,Frisky bitz,18/03/2016,Original,Small
Speckles / Kurobuchi-san,Kotatsu,5,Silver,5,0.1,Frisky bitz,18/03/2016,Original,Large
Ginger / Akage-san,Burger cushion,6,Silver,6,0.12,Frisky bitz,18/03/2016,Original,Small
Tabitha / Shimamike-san,Kotatsu,6,Silver,6,0.12,Frisky bitz,18/03/2016,Original,Large
Smokey / Kuroneko-san,Kotatsu,8,Silver,8,0.16,Frisky bitz,18/03/2016,Original,Large
Pickles / Shirosaba-san,Orange cube,11,Silver,11,0.22,Frisky bitz,18/03/2016,Original,Small
Bolt / Kijitora-san,Cosy blanket (yellow),14,Silver,14,0.28,Frisky bitz,18/03/2016,Original,Small
Bolt / Kijitora-san,Pile of leaves,3,Gold,150,3,Sashimi,18/03/2016,Original,Small
Patches / Buchi-san,Kotatsu,3,Gold,150,3,Sashimi,18/03/2016,Original,Large
Gozer / Tobi-san,Hot mat (large),3,Gold,150,3,Sashimi,18/03/2016,Original,Large
Gabriel / Hachiware-san,Hot mat (large),6,Gold,300,6,Sashimi,18/03/2016,Original,Large
Lexy / Haishiro-san,Black head space,6,Gold,300,6,Sashimi,18/03/2016,Original,Small
Bolt / Kijitora-san,Kotatsu,7,Gold,350,7,Sashimi,18/03/2016,Original,Large
Pickles / Shirosaba-san,Black head space,7,Gold,350,7,Sashimi,18/03/2016,Original,Small
Callie / Mike-san,Hot mat (large),7,Gold,350,7,Sashimi,18/03/2016,Original,Large
Fred / Chatora-san,Cushion (green),7,Gold,350,7,Sashimi,18/03/2016,Original,Small
Spots / Shirokuro-san,Kotatsu,1,Silver,1,0.02,Sashimi,18/03/2016,Original,Large
Rascal / Haihachi-san,Cushion (green),1,Silver,1,0.02,Sashimi,18/03/2016,Original,Small
Rascal / Haihachi-san,Cushion (green),1,Silver,1,0.02,Sashimi,18/03/2016,Original,Small
Sunny / Tobimike-san,Wing-thing teaser,1,Silver,1,0.02,Sashimi,18/03/2016,Original,Small
Princess / Mugiwara-san,Kick toy (mouse),1,Silver,1,0.02,Sashimi,18/03/2016,Original,Small
Snowball / Shironeko-san,Kotatsu,1,Silver,1,0.02,Sashimi,18/03/2016,Original,Large
Pumpkin / Shirochatora-san,Kotatsu,1,Silver,1,0.02,Sashimi,18/03/2016,Original,Large
Rascal / Haihachi-san,Cushion (green),1,Silver,1,0.02,Sashimi,18/03/2016,Original,Small
Tabitha / Shimamike-san,Hot mat (large),1,Silver,1,0.02,Sashimi,18/03/2016,Original,Large
Cocoa / Chahachi-san,Kotatsu,2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Dottie / Shiromike-san,Hot mat (large),2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Gozer / Tobi-san,Kotatsu,2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Breezy / Shirokiji-san,Kotatsu,2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Shadow / Haiiro-san,Kotatsu,2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Gozer / Tobi-san,Kotatsu,2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Pumpkin / Shirochatora-san,Kotatsu,2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Callie / Mike-san,Hot mat (large),2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Spots / Shirokuro-san,Hot mat (large),2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Rascal / Haihachi-san,Cushion (green),2,Silver,2,0.04,Sashimi,18/03/2016,Original,Small
Breezy / Shirokiji-san,Kotatsu,2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Spots / Shirokuro-san,Hot mat (large),2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Breezy / Shirokiji-san,Kotatsu,2,Silver,2,0.04,Sashimi,18/03/2016,Original,Large
Smokey / Kuroneko-san,Cushion (green),3,Silver,3,0.06,Sashimi,18/03/2016,Original,Small
Callie / Mike-san,Kotatsu,3,Silver,3,0.06,Sashimi,18/03/2016,Original,Large
Shadow / Haiiro-san,Hot mat (large),3,Silver,3,0.06,Sashimi,18/03/2016,Original,Large
Sunny / Tobimike-san,Wing-thing teaser,3,Silver,3,0.06,Sashimi,18/03/2016,Original,Small
Princess / Mugiwara-san,Cushion (green),3,Silver,3,0.06,Sashimi,18/03/2016,Original,Small
Tabitha / Shimamike-san,Kotatsu,3,Silver,3,0.06,Sashimi,18/03/2016,Original,Large
Snowball / Shironeko-san,Orange cube,3,Silver,3,0.06,Sashimi,18/03/2016,Original,Small
Smokey / Kuroneko-san,Hot mat (large),3,Silver,3,0.06,Sashimi,18/03/2016,Original,Large
Mack / Shirotora-san,Kotatsu,3,Silver,3,0.06,Sashimi,18/03/2016,Original,Large
Ginger / Akage-san,Orange cube,3,Silver,3,0.06,Sashimi,18/03/2016,Original,Small
Sunny / Tobimike-san,Pile of leaves,3,Silver,3,0.06,Sashimi,18/03/2016,Original,Small
Socks / Kutsushita-san,Kotatsu,3,Silver,3,0.06,Sashimi,18/03/2016,Original,Large
Snowball / Shironeko-san,Orange cube,3,Silver,3,0.06,Sashimi,18/03/2016,Original,Small
Breezy / Shirokiji-san,Kotatsu,4,Silver,4,0.08,Sashimi,18/03/2016,Original,Large
Bandit / Sabigara-san,Kick toy (mouse),4,Silver,4,0.08,Sashimi,18/03/2016,Original,Small
Smokey / Kuroneko-san,Wing-thing teaser,4,Silver,4,0.08,Sashimi,18/03/2016,Original,Small
Willie / Kurotora-san,Kotatsu,4,Silver,4,0.08,Sashimi,18/03/2016,Original,Large
Tabitha / Shimamike-san,Orange cube,4,Silver,4,0.08,Sashimi,18/03/2016,Original,Small
Bandit / Sabigara-san,Kick toy (mouse),4,Silver,4,0.08,Sashimi,18/03/2016,Original,Small
Callie / Mike-san,Kotatsu,4,Silver,4,0.08,Sashimi,18/03/2016,Original,Large
Snowball / Shironeko-san,Orange cube,4,Silver,4,0.08,Sashimi,18/03/2016,Original,Small
Gabriel / Hachiware-san,Black head space,4,Silver,4,0.08,Sashimi,18/03/2016,Original,Small
Dottie / Shiromike-san,Kick toy (mouse),4,Silver,4,0.08,Sashimi,18/03/2016,Original,Small
Sunny / Tobimike-san,Wing-thing teaser,4,Silver,4,0.08,Sashimi,18/03/2016,Original,Small
Pepper / Odd-san,Black head space,4,Silver,4,0.08,Sashimi,18/03/2016,Original,Small
Tabitha / Shimamike-san,Kotatsu,4,Silver,4,0.08,Sashimi,18/03/2016,Original,Large
Gabriel / Hachiware-san,Kotatsu,5,Silver,5,0.1,Sashimi,18/03/2016,Original,Large
Ginger / Akage-san,Black head space,5,Silver,5,0.1,Sashimi,18/03/2016,Original,Small
Smokey / Kuroneko-san,Pile of leaves,5,Silver,5,0.1,Sashimi,18/03/2016,Original,Small
Marshmallow / Point-san,Wing-thing teaser,5,Silver,5,0.1,Sashimi,18/03/2016,Original,Small
Dottie / Shiromike-san,Orange cube,5,Silver,5,0.1,Sashimi,18/03/2016,Original,Small
Bolt / Kijitora-san,Kotatsu,5,Silver,5,0.1,Sashimi,18/03/2016,Original,Large
Ginger / Akage-san,Pile of leaves,5,Silver,5,0.1,Sashimi,18/03/2016,Original,Small
Dottie / Shiromike-san,Orange cube,5,Silver,5,0.1,Sashimi,18/03/2016,Original,Small
Speckles / Kurobuchi-san,Hot mat (large),5,Silver,5,0.1,Sashimi,18/03/2016,Original,Large
Snowball / Shironeko-san,Kotatsu,5,Silver,5,0.1,Sashimi,18/03/2016,Original,Large
Snowball / Shironeko-san,Black head space,6,Silver,6,0.12,Sashimi,18/03/2016,Original,Small
Bolt / Kijitora-san,Kotatsu,6,Silver,6,0.12,Sashimi,18/03/2016,Original,Large
Speckles / Kurobuchi-san,Hot mat (large),6,Silver,6,0.12,Sashimi,18/03/2016,Original,Large
Bandit / Sabigara-san,Kick toy (mouse),6,Silver,6,0.12,Sashimi,18/03/2016,Original,Small
Smokey / Kuroneko-san,Wing-thing teaser,6,Silver,6,0.12,Sashimi,18/03/2016,Original,Small
Patches / Buchi-san,Kotatsu,7,Silver,7,0.14,Sashimi,18/03/2016,Original,Large
Smokey / Kuroneko-san,Pile of leaves,7,Silver,7,0.14,Sashimi,18/03/2016,Original,Small
Shadow / Haiiro-san,Hot mat (large),7,Silver,7,0.14,Sashimi,18/03/2016,Original,Large
Speckles / Kurobuchi-san,Kotatsu,7,Silver,7,0.14,Sashimi,18/03/2016,Original,Large
Pepper / Odd-san,Orange cube,7,Silver,7,0.14,Sashimi,18/03/2016,Original,Small
Speckles / Kurobuchi-san,Hot mat (large),8,Silver,8,0.16,Sashimi,18/03/2016,Original,Large
Pickles / Shirosaba-san,Orange cube,8,Silver,8,0.16,Sashimi,18/03/2016,Original,Small
Pickles / Shirosaba-san,Black head space,8,Silver,8,0.16,Sashimi,18/03/2016,Original,Small
Marshmallow / Point-san,Kotatsu,8,Silver,8,0.16,Sashimi,18/03/2016,Original,Large
Fred / Chatora-san,Kotatsu,8,Silver,8,0.16,Sashimi,18/03/2016,Original,Large
Pepper / Odd-san,Orange cube,9,Silver,9,0.18,Sashimi,18/03/2016,Original,Small
Pepper / Odd-san,Orange cube,10,Silver,10,0.2,Sashimi,18/03/2016,Original,Small
Marshmallow / Point-san,Wing-thing teaser,11,Silver,11,0.22,Sashimi,18/03/2016,Original,Small
Marshmallow / Point-san,Kick toy (mouse),12,Silver,12,0.24,Sashimi,18/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),12,Silver,12,0.24,Sashimi,18/03/2016,Original,Small
Lexy / Haishiro-san,Kotatsu,12,Silver,12,0.24,Sashimi,18/03/2016,Original,Large
Bolt / Kijitora-san,Pile of leaves,13,Silver,13,0.26,Sashimi,18/03/2016,Original,Small
Fred / Chatora-san,Cushion (green),14,Silver,14,0.28,Sashimi,18/03/2016,Original,Small
Bolt / Kijitora-san,Pile of leaves,15,Silver,15,0.3,Sashimi,18/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,16,Silver,16,0.32,Sashimi,18/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,23,Silver,23,0.46,Sashimi,18/03/2016,Original,Small
Tubbs / Manzoku-san,Frisky bitz,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,N/A
Tubbs / Manzoku-san,Frisky bitz,25,Silver,25,0.5,Frisky bitz,19/03/2016,Original,N/A
Bandit / Sabigara-san,Kick toy (mouse),2,Gold,100,2,Frisky bitz,19/03/2016,Original,Small
Sunny / Tobimike-san,Kick toy (mouse),2,Gold,100,2,Frisky bitz,19/03/2016,Original,Small
Lexy / Haishiro-san,Black head space,3,Gold,150,3,Frisky bitz,19/03/2016,Original,Small
Ginger / Akage-san,Kotatsu,3,Gold,150,3,Frisky bitz,19/03/2016,Original,Large
Cocoa / Chahachi-san,Pile of leaves,3,Gold,150,3,Frisky bitz,19/03/2016,Original,Small
Dottie / Shiromike-san,Orange cube,4,Gold,200,4,Frisky bitz,19/03/2016,Original,Small
Spots / Shirokuro-san,Hot mat (large),5,Gold,250,5,Frisky bitz,19/03/2016,Original,Large
Tabitha / Shimamike-san,Hot mat (large),5,Gold,250,5,Frisky bitz,19/03/2016,Original,Large
Snowball / Shironeko-san,Orange cube,6,Gold,300,6,Frisky bitz,19/03/2016,Original,Small
Misty / Sabatora-san,Hot mat (large),6,Gold,300,6,Frisky bitz,19/03/2016,Original,Large
Pumpkin / Shirochatora-san,Kotatsu,6,Gold,300,6,Frisky bitz,19/03/2016,Original,Large
Spots / Shirokuro-san,Kick toy (mouse),1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Small
Princess / Mugiwara-san,Cushion (green),1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Small
Sunny / Tobimike-san,Kick toy (mouse),1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Small
Gozer / Tobi-san,Hot mat (large),1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Smokey / Kuroneko-san,Kotatsu,1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Dottie / Shiromike-san,Hot mat (large),1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Sunny / Tobimike-san,Kotatsu,1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Sunny / Tobimike-san,Kotatsu,1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Breezy / Shirokiji-san,Kotatsu,1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Snowball / Shironeko-san,Kotatsu,1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Princess / Mugiwara-san,Cushion (green),1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Small
Callie / Mike-san,Orange cube,1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Small
Dottie / Shiromike-san,Hot mat (large),1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Bandit / Sabigara-san,Kick toy (mouse),1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Small
Callie / Mike-san,Kotatsu,1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Smokey / Kuroneko-san,Hot mat (large),1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Spud / Akasabi-san,Orange cube,1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Small
Spots / Shirokuro-san,Kotatsu,1,Silver,1,0.02,Frisky bitz,19/03/2016,Original,Large
Callie / Mike-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Spud / Akasabi-san,Black head space,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Small
Ginger / Akage-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Mack / Shirotora-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Tabitha / Shimamike-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Gabriel / Hachiware-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Snowball / Shironeko-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Spots / Shirokuro-san,Orange cube,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Small
Gabriel / Hachiware-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Gozer / Tobi-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Princess / Mugiwara-san,Kick toy (mouse),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Small
Pepper / Odd-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Cocoa / Chahachi-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Callie / Mike-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Princess / Mugiwara-san,Cushion (green),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Small
Spud / Akasabi-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Spots / Shirokuro-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Tabitha / Shimamike-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Gabriel / Hachiware-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Tabitha / Shimamike-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Pumpkin / Shirochatora-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Smokey / Kuroneko-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Snowball / Shironeko-san,Pile of leaves,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Small
Gabriel / Hachiware-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Pumpkin / Shirochatora-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Tabitha / Shimamike-san,Orange cube,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Small
Dottie / Shiromike-san,Kick toy (mouse),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Small
Sunny / Tobimike-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Snowball / Shironeko-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Tabitha / Shimamike-san,Orange cube,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Small
Pumpkin / Shirochatora-san,Hot mat (large),2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Spots / Shirokuro-san,Orange cube,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Small
Snowball / Shironeko-san,Kotatsu,2,Silver,2,0.04,Frisky bitz,19/03/2016,Original,Large
Princess / Mugiwara-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Cocoa / Chahachi-san,Orange cube,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Pumpkin / Shirochatora-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Spots / Shirokuro-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Cocoa / Chahachi-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Shadow / Haiiro-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Sunny / Tobimike-san,Kick toy (mouse),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Marshmallow / Point-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Breezy / Shirokiji-san,Pile of leaves,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Callie / Mike-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Princess / Mugiwara-san,Kick toy (mouse),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Pumpkin / Shirochatora-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Spud / Akasabi-san,Black head space,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Pumpkin / Shirochatora-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Gozer / Tobi-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Bandit / Sabigara-san,Cushion (green),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Snowball / Shironeko-san,Orange cube,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Smokey / Kuroneko-san,Wing-thing teaser,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Spots / Shirokuro-san,Orange cube,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Tabitha / Shimamike-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Misty / Sabatora-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Shadow / Haiiro-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Princess / Mugiwara-san,Cushion (green),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Misty / Sabatora-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Smokey / Kuroneko-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Mack / Shirotora-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Sunny / Tobimike-san,Wing-thing teaser,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Dottie / Shiromike-san,Kick toy (mouse),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Small
Shadow / Haiiro-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Sunny / Tobimike-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Speckles / Kurobuchi-san,Hot mat (large),3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Gozer / Tobi-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Gabriel / Hachiware-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Tabitha / Shimamike-san,Kotatsu,3,Silver,3,0.06,Frisky bitz,19/03/2016,Original,Large
Sunny / Tobimike-san,Wing-thing teaser,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Smokey / Kuroneko-san,Hot mat (large),4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Callie / Mike-san,Kotatsu,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Spooky / Haisabi-san,Wing-thing teaser,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Shadow / Haiiro-san,Hot mat (large),4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Smokey / Kuroneko-san,Wing-thing teaser,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Tabitha / Shimamike-san,Pile of leaves,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Patches / Buchi-san,Kotatsu,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Snowball / Shironeko-san,Kotatsu,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Marshmallow / Point-san,Kotatsu,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Smokey / Kuroneko-san,Kotatsu,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Sunny / Tobimike-san,Wing-thing teaser,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Marshmallow / Point-san,Kick toy (mouse),4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Breezy / Shirokiji-san,Kotatsu,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Smokey / Kuroneko-san,Hot mat (large),4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Callie / Mike-san,Kotatsu,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Pickles / Shirosaba-san,Orange cube,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Spots / Shirokuro-san,Hot mat (large),4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Snowball / Shironeko-san,Hot mat (large),4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Callie / Mike-san,Kotatsu,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Spots / Shirokuro-san,Orange cube,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Gabriel / Hachiware-san,Kotatsu,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Spud / Akasabi-san,Orange cube,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Shadow / Haiiro-san,Hot mat (large),4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Large
Princess / Mugiwara-san,Cushion (green),4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Spud / Akasabi-san,Black head space,4,Silver,4,0.08,Frisky bitz,19/03/2016,Original,Small
Snowball / Shironeko-san,Orange cube,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Small
Breezy / Shirokiji-san,Kotatsu,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Misty / Sabatora-san,Hot mat (large),5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Speckles / Kurobuchi-san,Hot mat (large),5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Gabriel / Hachiware-san,Hot mat (large),5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Bolt / Kijitora-san,Kotatsu,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Shadow / Haiiro-san,Hot mat (large),5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Mack / Shirotora-san,Kick toy (mouse),5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Small
Bolt / Kijitora-san,Kotatsu,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Breezy / Shirokiji-san,Pile of leaves,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Small
Dottie / Shiromike-san,Hot mat (large),5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Smokey / Kuroneko-san,Pile of leaves,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Small
Tabitha / Shimamike-san,Pile of leaves,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Small
Breezy / Shirokiji-san,Pile of leaves,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Small
Smokey / Kuroneko-san,Kotatsu,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Callie / Mike-san,Kotatsu,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Smokey / Kuroneko-san,Kotatsu,5,Silver,5,0.1,Frisky bitz,19/03/2016,Original,Large
Bandit / Sabigara-san,Cushion (green),6,Silver,6,0.12,Frisky bitz,19/03/2016,Original,Small
Mack / Shirotora-san,Kotatsu,6,Silver,6,0.12,Frisky bitz,19/03/2016,Original,Large
Spooky / Haisabi-san,Cushion (green),6,Silver,6,0.12,Frisky bitz,19/03/2016,Original,Small
Tabitha / Shimamike-san,Kotatsu,6,Silver,6,0.12,Frisky bitz,19/03/2016,Original,Large
Spooky / Haisabi-san,Black head space,6,Silver,6,0.12,Frisky bitz,19/03/2016,Original,Small
Patches / Buchi-san,Hot mat (large),6,Silver,6,0.12,Frisky bitz,19/03/2016,Original,Large
Pickles / Shirosaba-san,Orange cube,6,Silver,6,0.12,Frisky bitz,19/03/2016,Original,Small
